IssueID,Title,Body
37099,Can't access Options in Speedtest Integration on 0.112.0b0,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
In 0.112.0b0 Speedtest is now available through the UI which is great. And it migrated my YAML too, which is also great. However I noticed that I could not access the options flow for it (by pressing the ""Options"" button on the Integrations page). 

It would always give me a dialog that would be a never-ending spinner.

![image](https://i.imgur.com/mTuBgo6.png)

Below is a screenshot of the browser console, can see a 500 error, not sure if this helps:

![image](https://i.imgur.com/TM6LyDe.png)

After deleting the integration and setting it up from scratch using the UI, I can access the options button now. So I think there was an issue with migration or something. I've posted the YAML down below. 

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.112.0b0
- Last working Home Assistant Core release (if known): n/a
- Operating environment (OS/Container/Supervised/Core): OS
- Integration causing this issue: Speedtest
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/speedtestdotnet/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

This was my YAML config, which resulted in a UI entry but not able to access the Options button.

```yaml
speedtestdotnet:
  server_id: 14854
  monitored_conditions:
    - ping
    - download
    - upload
  scan_interval:
    hours: 3
    minutes: 30
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
Log Details (ERROR)
Logger: aiohttp.server
Source: components/speedtestdotnet/config_flow.py:97
First occurred: 2:14:03 PM (1 occurrences)
Last logged: 2:14:03 PM

Error handling request
Traceback (most recent call last):
  File ""/usr/local/lib/python3.7/site-packages/aiohttp/web_protocol.py"", line 418, in start
    resp = await task
  File ""/usr/local/lib/python3.7/site-packages/aiohttp/web_app.py"", line 458, in _handle
    resp = await handler(request)
  File ""/usr/local/lib/python3.7/site-packages/aiohttp/web_middlewares.py"", line 119, in impl
    return await handler(request)
  File ""/usr/src/homeassistant/homeassistant/components/http/real_ip.py"", line 39, in real_ip_middleware
    return await handler(request)
  File ""/usr/src/homeassistant/homeassistant/components/http/ban.py"", line 73, in ban_middleware
    return await handler(request)
  File ""/usr/src/homeassistant/homeassistant/components/http/auth.py"", line 127, in auth_middleware
    return await handler(request)
  File ""/usr/src/homeassistant/homeassistant/components/http/view.py"", line 129, in handle
    result = await result
  File ""/usr/src/homeassistant/homeassistant/components/config/config_entries.py"", line 186, in post
    return await super().post(request)
  File ""/usr/src/homeassistant/homeassistant/components/http/data_validator.py"", line 60, in wrapper
    result = await method(view, request, *args, **kwargs)
  File ""/usr/src/homeassistant/homeassistant/helpers/data_entry_flow.py"", line 73, in post
    ""show_advanced_options"": data[""show_advanced_options""],
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 129, in async_init
    flow, flow.init_step, data, init_done
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 201, in _async_handle_step
    result: Dict = await getattr(flow, method)(user_input)
  File ""/usr/src/homeassistant/homeassistant/components/speedtestdotnet/config_flow.py"", line 97, in async_step_init
    server_name = server[0]
IndexError: list index out of range
```

## Additional information

"
37083,HomeKit Controller Climate Integration Cannot Set Temp,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
Added Honeywell T6 Pro to HA with HomeKit Controller integration, states coming through correctly but service call `climate.set_temp` appears to not work. I am able to succesfully `climate.turn_on` so I am not fully locked out. Seems to be an issue with the temperature value being sent, possibly too many digits.  No official errors are raised, just fails silently, but can see a status code in response from unit in debug logs. 

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.4
- Last working Home Assistant Core release (if known): N/A
- Operating environment (OS/Container/Supervised/Core): OS
- Integration causing this issue: HomeKit Controller or base Climate
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/homekit_controller/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml

```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
2020-06-24 21:59:18 DEBUG (MainThread) [aiohomekit.controller.ip.connection] REDACTED: raw request: b'PUT /characteristics HTTP/1.1\r\nHost: REDACTED\r\nContent-Type: application/hap+json\r\nContent-Length: 66\r\n\r\n{""characteristics"":[{""aid"":1,""iid"":13,""value"":22.22222222222222}]}'
2020-06-24 21:59:18 DEBUG (MainThread) [aiohomekit.controller.ip.connection] REDACTED: raw response: bytearray(b'{""characteristics"": [ {""aid"":1,""iid"":13,""status"":-70410}]}')
```

## Additional information
I believe the issue is around the precision of the value.  I googled the status code returned and found this https://github.com/apple/HomeKitADK/blob/master/HAP/HAPIPAccessoryServer.c#L59 which pointed me in that direction of something in the payload being off.  I picked a Fahrenheit value that converts to Celcius, 77->25.0, and that worked so we probably just need to round a bit of the value.  My problem is I don't know if this is something that should be rounded across the board, would love to help but have not worked in this code base before so would need a bit of help.

```
2020-06-24 21:59:47 DEBUG (MainThread) [aiohomekit.controller.ip.connection] REDACTED: raw request: b'PUT /characteristics HTTP/1.1\r\nHost: REDACTED\r\nContent-Type: application/hap+json\r\nContent-Length: 53\r\n\r\n{""characteristics"":[{""aid"":1,""iid"":13,""value"":25.0}]}'
2020-06-24 21:59:47 DEBUG (MainThread) [aiohomekit.controller.ip.connection] REDACTED: raw response: bytearray(b'')
```
Note that an empty response seems to be good, got empty response when turning on/off when that worked.  Also wrote in the Lyric thread https://community.home-assistant.io/t/honeywell-lyric-thermostat/3520/857?u=stshontikidis"
37055,Learning doesn't work on Broadlink RM2 Pro Plus_300,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
Learning doesn't work on Broadlink RM2 Pro Plus_300, therefore `remote` platform can't be used. Sending via `switch` works fine. Learning works fine via the native app, as well as broadlink_cli.

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.4
- Last working Home Assistant Core release (if known):
- Operating environment (OS/Container/Supervised/Core): HassOS 4.10
- Integration causing this issue: broadlink
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/broadlink/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
switch:
  - platform: broadlink
    host: xxx.xxx.xxx.xxx
    mac: '78:0F:xx:xx:xx:xx'
    type: rm2_pro_plus2
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt

```

## Additional information

Seems to be the same problem as https://github.com/home-assistant/core/issues/19564"
37048,ZHA Metering channel value formatting (Fail after some restarts),"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
The issue that I have is simple, sometimes when i restart Home Assistant the metric is exactly like it was here #36697
Basically it will show to me a consumption of 44W instead of 4.4W

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->
arch | x86_64
-- | --
dev | false
docker | true
hassio | false
installation_type | Home Assistant Container
os_name | Linux
os_version | 5.4.0-37-generic
python_version | 3.7.7
timezone | Europe/Bucharest
version | 0.111.4
virtualenv | false

- Home Assistant Core release with the issue: 0.111.3 and 0.111.4
- Last working Home Assistant Core release (if known): 0.110 latest
- Operating environment (OS/Container/Supervised/Core): Ununtu 20 LTS / Docker / Not Supervised
- Integration causing this issue: ZHA
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/zha

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
integration via UI
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
nothing here
```

## Additional information
To fix this issue I have to restart Home Assistant one more time. This happens random, no errors of any kind in Home Assistant logs.

Used devices:
Zigbee controller: ConBee II
Zigbee device: Heiman Zigbee Power Metering Plug HS2SK-E-EU
"
37044,OZW: lock.set_usercode service missing,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
In the ozw beta integration the service lock.set_usercode/get_usercode/clear_usercode is missing.

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111
- Last working Home Assistant Core release (if known): Zwave 1.4 integration
- Operating environment (OS/Container/Supervised/Core): Container
- Integration causing this issue: ozw
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/ozw/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->
n/a

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

n/a

## Additional information
I know the functions are not implemented, but wanted this on the radar. If I can help implement this let me know.
"
36999,Incorrect video resolution from Synology camera integration,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
I use cameras connected to Synology Surveillance 8.2.2-5766 and Synology camera platform integration for them in HA. Lovelace shows stream video from that cameras only in low resolution despite of any settings of the Synology Surveillance.
In Synology Surveillance I tried to change resolution in:
- Stream Profile (IP camera -> device settings->video)
- Schedule Recording Settings (IP camera -> recording settings -> stream)
- Live View Stream Settings (IP camera -> live view settings -> stream)

I see two issues:
 - Even if all of them have high resolution settings, lovelace shows low res stream in small window which neither can't be resized nor be opened in full screen mode in HA. But in case I use streams from those cameras directly connected via ONVIF HA integration, lovelace shows high res video stream in window with correct appropriate pixel size. 
 - For ONVIF direct connection stream the video window has Pause button which allows to stop streaming, while Synology camera integration stream has no one. 

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.0
- Last working Home Assistant Core release (if known): None
- Operating environment (Home Assistant/Supervised/Docker/venv): Home Assistant/Docker
- Integration causing this issue: Synology camera platform
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/synology/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

Configuration.yaml:
```
stream:
camera:
  - platform: synology 
    url: !secret surveillance_station
    username: !secret surveillance_station_dsm_user
    password: !secret surveillance_station_dsm_password
    timeout: 60
    verify_ssl: false 
```
Lovelace.yaml:
```
...
           - entity: camera.syno_camera
              type: picture-entity 
              camera_image: camera.syno_camera
              camera_view: live   
...
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```
None
```

## Additional information

"
36971,"Sonos Arc, night mode and speech enhancement not supported","<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
Cannot enable or disable night mode and speech enhancement on the new Sonos Arc
Logs : 
Error on set_option with This device does not support night mode
Error on set_option with This device does not support dialog mode
<!-- 

-->


## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.4
- Last working Home Assistant Core release (if known): N/A
- Operating environment (Home Assistant/Supervised/Docker/venv): Hass.IO
- Integration causing this issue: SONOS 
- Link to integration documentation on our website: 

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml

```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt

```

## Additional information

"
36931,Daikin AC component logs (a new) AttributeError since 0.111.4,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
After upgrading to core version 0.111.4 the Daikin AC component started showing an AttributeError in the logs:
```
AttributeError: 'dict_values' object has no attribute 'values'
```

See full traceback below.

This does not appear to have any impact on an existing Daikin integration.
It is different from bug #36793

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.4
- Last working Home Assistant Core release (if known): 0.111.3
- Operating environment (Home Assistant/Supervised/Docker/venv): 

arch | armv7l
-- | --
dev | false
docker | false
hassio | false
installation_type | Home Assistant Core
os_name | Linux
os_version | 4.19.120-v7l-FOU+
python_version | 3.7.3
timezone | Europe/Amsterdam
version | 0.111.4
virtualenv | true

- Integration causing this issue: Daikin AC
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/daikin/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->
No relevant yaml config.

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```
2020-06-19 10:48:41 ERROR (MainThread) [homeassistant.core] Error doing job: Task exception was never retrieved
Traceback (most recent call last):
  File ""/srv/homeassistant/lib/python3.7/site-packages/homeassistant/data_entry_flow.py"", line 129, in async_init
    flow, flow.init_step, data, init_done
  File ""/srv/homeassistant/lib/python3.7/site-packages/homeassistant/data_entry_flow.py"", line 201, in _async_handle_step
    result: Dict = await getattr(flow, method)(user_input)
  File ""/srv/homeassistant/lib/python3.7/site-packages/homeassistant/components/daikin/config_flow.py"", line 133, in async_step_zeroconf
    await self.async_set_unique_id(next(iter(devices.values()))[KEY_MAC])
AttributeError: 'dict_values' object has no attribute 'values'
```

## Additional information

"
36925,Discovery broken since update to 0.111.x,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Discovery is not working since update from 0.110 to 0.111. 
  It was working well before, with the same setup.
-->


## Environment
<!--
arch | x86_64
-- | --
chassis | vm
dev | false
docker | true
docker_version | 19.03.8
hassio | true
host_os | HassOS 4.10
installation_type | Home Assistant
os_name | Linux
os_version | 5.4.44
python_version | 3.7.7
supervisor | 227
timezone | Europe/Berlin
version | 0.111.4
virtualenv | false


-->

- Home Assistant Core release with the issue: 0.111.4
- Last working Home Assistant Core release (if known): ~0.110.x
- Operating environment (Home Assistant/Supervised/Docker/venv): hassova 4.10 (Proxmox)
- Integration causing this issue: zeroconf?
- Link to integration documentation on our website: 

## Problem-relevant `configuration.yaml`
<!--
It seems not related to my config, worked well before.

```
default_config:
discovery:
#zeroconf:
#  default_interface: true
frontend:
  javascript_version: latest
  themes: !include_dir_merge_named themes

# Uncomment this if you are using SSL/TLS, running in Docker container, etc.
# http:
#   base_url: example.duckdns.org:8123

# Text to speech
tts:
  - platform: google_translate

group: !include groups.yaml
automation: !include automations.yaml
script: !include scripts.yaml
homeassistant:
  customize: !include customize.yaml
cover: !include covers.yaml

recorder:
  db_url: mysql://hass:home$db@database.heisig.local/hassio?charset=utf8
  include:
    domains:
      - sensor
      - switch
      - shell_command
      - binary_sensor
      - input_text
      - light
      - script
      - device_tracker
  exclude:
    entities:
      - sensor.time
    event_types:
      - service_removed
      - service_executed
      - platform_discovered
      - homeassistant_start
      - feedreader
      - service_registered
      - call_service
      - component_loaded
      - logbook_entry
      - system_log_event
```

-->

```yaml

```

```
# Traceback/Error logs
<!--
 Traceback (most recent call last):
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 129, in async_init
    flow, flow.init_step, data, init_done
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 201, in _async_handle_step
    result: Dict = await getattr(flow, method)(user_input)
  File ""/usr/src/homeassistant/homeassistant/components/esphome/config_flow.py"", line 104, in async_step_zeroconf
    entry.data[CONF_HOST] == address
KeyError: 'host'
2020-06-19 01:55:24 ERROR (MainThread) [homeassistant.core] Error doing job: Task exception was never retrieved
Traceback (most recent call last):
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 129, in async_init
    flow, flow.init_step, data, init_done
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 201, in _async_handle_step
    result: Dict = await getattr(flow, method)(user_input)
  File ""/usr/src/homeassistant/homeassistant/components/esphome/config_flow.py"", line 104, in async_step_zeroconf
    entry.data[CONF_HOST] == address
KeyError: 'host'
2020-06-19 01:55:24 ERROR (MainThread) [homeassistant.core] Error doing job: Task exception was never retrieved
Traceback (most recent call last):
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 129, in async_init
    flow, flow.init_step, data, init_done
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 201, in _async_handle_step
    result: Dict = await getattr(flow, method)(user_input)
  File ""/usr/src/homeassistant/homeassistant/components/esphome/config_flow.py"", line 104, in async_step_zeroconf
    entry.data[CONF_HOST] == address
KeyError: 'host'
2020-06-19 01:55:24 ERROR (MainThread) [homeassistant.core] Error doing job: Task exception was never retrieved
Traceback (most recent call last):
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 129, in async_init
    flow, flow.init_step, data, init_done
  File ""/usr/src/homeassistant/homeassistant/data_entry_flow.py"", line 201, in _async_handle_step
    result: Dict = await getattr(flow, method)(user_input)
  File ""/usr/src/homeassistant/homeassistant/components/esphome/config_flow.py"", line 104, in async_step_zeroconf
    entry.data[CONF_HOST] == address
KeyError: 'host'
[cont-finish.d] executing container finish scripts...
[cont-finish.d] done.
[s6-finish] waiting for services.
Client error on /homeassistant/restart request None
s6-svscanctl: fatal: unable to control /var/run/s6/services: supervisor not listening
```
-->

```txt

```

## Additional information
1.) Running Home Assistant in Docker (former HASSIO) on Proxmox VM.
Installed with this script: https://github.com/whiskerz007/proxmox_hassos_install

2.) Seperated Home Assistant into own VLAN a year ago, discovery was broken as except Devices in that VLAN10.

3.) Recently changed my config, added a new network card + enabled it in Docker --> Discovery was working again for my devices in my common home network.
(https://community.home-assistant.io/t/setup-vlan-and-ha-tutorial/87705/10)

4.) Updated from 0.110 to 0.111 and discovery was gone again.




"
36923,"Yeelight Light Strip stopped working, not found in the 111th version of HA","<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
Yeelight Light Strip stopped working, not found by HA in the 111th version of HA.
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->


## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.4
- Last working Home Assistant Core release (if known): 0.110
- Operating environment (Home Assistant/Supervised/Docker/venv): HassOS 4.10
- Integration causing this issue: Yeelight
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/yeelight/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
yeelight:
  devices:
    10.0.0.84:
      name: DeskLed
      model: strip1
```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt
With auto Discovery on

Logger: homeassistant.components.yeelight.light
Source: components/yeelight/light.py:311
Integration: Yeelight (documentation, issues)
First occurred: 19:42:02 (1 occurrences)
Last logged: 19:42:02

Cannot determine device type for 10.0.0.84, yeelight_strip1_7811dc66fef3. Falling back to white only
```

## Additional information

"
36892,Dyson incorrectly detects AUTO as OFF,"<!-- READ THIS FIRST:
  - If you need additional help with this template, please refer to https://www.home-assistant.io/help/reporting_issues/
  - Make sure you are running the latest version of Home Assistant before reporting an issue: https://github.com/home-assistant/core/releases
  - Do not report issues for integrations if you are using custom components or integrations.
  - Provide as many details as possible. Paste logs, configuration samples and code into the backticks.
  DO NOT DELETE ANY TEXT from this template! Otherwise, your issue may be closed without comment.
-->
## The problem
<!-- 
  Describe the issue you are experiencing here to communicate to the
  maintainers. Tell us what you were trying to do and what happened.
-->
Dyson incorrectly detects AUTO as OFF

## Environment
<!--
  Provide details about the versions you are using, which helps us to reproduce
  and find the issue quicker. Version information is found in the
  Home Assistant frontend: Developer tools -> Info.
-->

- Home Assistant Core release with the issue: 0.111.3
- Last working Home Assistant Core release (if known): 
- Operating environment (Home Assistant/Supervised/Docker/venv): Docker (doesn't matter)
- Integration causing this issue: https://github.com/home-assistant/home-assistant/tree/dev/homeassistant/components/dyson
- Link to integration documentation on our website: https://www.home-assistant.io/integrations/dyson/

## Problem-relevant `configuration.yaml`
<!--
  An example configuration that caused the problem for you. Fill this out even
  if it seems unimportant to you. Please be sure to remove personal information
  like passwords, private URLs and other credentials.
-->

```yaml
dyson:
  username: redacted 
  password: redacted
  language: US
  devices:
    - device_id: NM7-US-redacted # eg. Serial number: XXX-XX-XXXXXXXX
      device_ip: 192.168.2.X

```

## Traceback/Error logs
<!--
  If you come across any trace or error logs, please provide them.
-->

```txt

```

## Additional information
Dyson fan/air filter gets detected correctly but home assistant thinks that AUTO is off.
2019-06-18 12:54:19 WARNING (SyncWorker_4) [homeassistant.components.homekit.util] ['AUTO', 1, 2, 3, 4, 5, 6, 7, 8, 9, 10] does not contain the speed setting off as its first element. Assuming that AUTO is equivalent to 'off'.

Issue has never been resolved, and is still outstanding. Related forum post: https://community.home-assistant.io/t/dyson-fan-bug-or-feature/205253/2

Identical to issue: https://github.com/home-assistant/core/issues/24606
Which got stale, and closed. 
"
